distance_head-head,alignment_head-mouth,alignment_dorsal_back-dorsal_center,angles_head-mouth to head,angles_dorsal_back-dorsal_center to head,angles_head-mouth to dorsal_back,angles_dorsal_back-dorsal_center to dorsal_back,cluster_un15,embedding_un15_x,embedding_un15_y,cluster_un25,embedding_un25_x,embedding_un25_y,cluster_un50,embedding_un50_x,embedding_un50_y,cluster_un100,embedding_un100_x,embedding_un100_y
224.56655221655743,0.7127232626913363,0.5912963680484306,2.7654098015187443,2.2387427182568715,2.68420294106446,2.1593750595693075,5,-0.3760603,3.012669,1,9.686663,8.061537,1,0.9304704,2.7902334,3,8.823589,7.21572
236.5767864602157,0.745530260663677,0.8093613096325432,1.9576431992060208,1.5728005277840114,2.184925245055992,1.7992378541080054,5,4.5576577,3.8885584,1,5.0914435,8.946117,1,4.827144,1.3585279,3,5.391961,8.452387
188.68499412485508,0.071488705380781,0.159224104998413,2.95712254360006,2.70632702230734,3.0050661838288573,2.7425562318895857,4,-6.0901613,-2.7258906,0,13.858188,0.8003396,1,-3.187602,8.783229,6,12.641347,1.8233545
263.52294611773885,0.3868020065295565,0.6522706461580527,2.290528979155664,1.884705899756612,2.1568535354425444,1.911980711641528,5,2.6186655,2.938746,1,7.2206883,5.3174086,1,2.6593597,4.9823394,1,7.18698,4.9942417
78.29127371494359,0.17742990370245,0.0299497102045344,2.411708359089814,1.9260365367707808,1.9184666657964136,1.070065798360412,0,1.3626919,-5.8082523,1,7.069428,-0.7782286,0,2.3638918,11.757671,0,7.8128843,-0.9681692
334.71365587252404,0.462595343272337,0.5614895664402789,1.831742601043241,2.1366179065002995,1.7782633432528896,2.0896437900614293,5,1.2556897,5.5696497,1,7.6366096,3.6483436,1,2.8879554,6.385553,1,6.7999873,3.936687
220.22770593834548,0.813675046342475,0.8040865893914169,2.1764637129587125,1.9438054417538349,2.4399956399515306,2.236955736792834,5,2.3009908,0.5509092,1,8.502605,10.060381,1,2.0893998,1.0389881,3,7.9229155,8.874693
240.2726057593601,0.4187699627610622,0.4357602435534488,1.323964281889333,1.1814358700729584,1.235454890903141,1.060295152085786,2,10.5631075,0.6812135,1,1.2969097,3.9299679,3,8.1169815,6.216996,1,2.4178016,3.7741177
258.9661121713961,0.1584270302615515,0.2212879966449296,0.045031249969395,0.2374344305940139,0.0404659020171779,0.3140392422815993,2,12.639406,-2.0870898,1,-1.414476,2.1027915,3,10.806885,7.677677,1,-0.0076853787,2.6042721
198.30363975131223,0.295313205850116,0.2468544485029941,1.5917332082174005,1.439698794883357,1.3879360975278503,1.2086273599802635,1,6.607207,-4.501244,1,3.0696719,1.9860656,2,6.517825,8.465477,1,3.8047297,1.8292524
335.5791018524466,0.4156586294687257,0.5351825667398599,1.379082839685999,1.9082821085753552,1.373208958281137,1.919117245094205,5,3.027895,14.011784,1,2.1622896,5.027765,1,7.1644917,5.5382113,1,5.9473763,3.9882069
184.36653080386048,0.7295711616080998,0.5410078563794246,1.971644538917574,1.443360855180481,2.2521102043789583,1.467375470972207,5,4.6784797,1.1036944,1,6.400388,8.959871,1,4.3300614,3.2264526,3,6.0050497,7.0658326
249.7570253785942,0.4508782392552297,0.7199480150937965,1.6500155590239012,2.308161244450007,1.5950532043221357,2.4793173957100167,5,3.3157334,3.0166714,1,4.9634533,6.252404,1,4.0644197,4.822333,2,6.712247,5.6931524
311.8883582968587,0.2627005268420755,0.2245377681398992,0.6534594123729788,0.6485695300820722,0.4855844914275321,0.4955611432317242,2,13.200081,-2.373146,1,-1.5370264,1.8192693,1,10.8837805,7.677494,1,-0.08357558,2.5116613
188.37764036122925,0.198308198993,0.1763743516191248,1.7817523617561557,1.6226625807508994,1.5738264828616533,1.4454155543820095,1,6.0821223,-5.0879107,1,3.9913402,0.20444879,2,5.902895,9.550055,1,4.4971414,0.8129321
272.7311242668509,0.2299054125568958,0.218357001294543,2.1363606132255404,1.9065004989041996,2.083734313841438,1.8234413417252064,1,3.8176017,-4.1343765,1,6.81897,1.2238446,2,3.186308,8.770208,1,6.895918,1.7263952
257.9241975241731,0.1732459000090387,0.0637425992426312,2.011366777413211,1.3878749234581622,1.7785821238555644,1.155967373219211,1,5.681354,-5.1228633,1,4.4661045,0.09133856,2,5.33118,9.700332,1,4.9686513,0.73785144
310.7799091847835,0.7691326706005295,0.8254436099769007,1.6432865301718138,1.602545285539056,1.785868003683565,1.7646190238309312,5,4.770474,5.3288894,1,5.2083173,7.7867017,1,5.851629,3.105289,4,5.2422075,7.157261
74.80963180390683,0.2521895314810617,0.1211069848900652,2.240832822557845,2.2834093200065024,2.1049839691750702,1.4287807260298568,0,1.2200117,-5.6727552,1,7.1955576,-0.48976985,0,2.3845599,11.573752,0,7.8356094,-0.7987155
234.58537634248563,0.7101090774492017,0.7067653654303957,1.2196847632147452,1.0617899851659325,1.2872601169956104,1.0855476479904949,2,7.68514,0.76198596,1,2.5380654,7.8224716,3,7.166867,2.996183,4,3.1134481,6.9997416
243.7902779045425,0.3781533712995228,0.3620343616888538,1.12188025280262,1.1080964575623558,0.9176176907710742,0.9071568588015608,3,10.03932,-3.0505672,1,0.7069785,2.7937171,1,8.818718,7.079733,1,1.7698301,3.005141
244.93909580226236,0.2602655955898676,0.2954357366445924,2.032844915393289,2.018660504246022,1.8131517837597957,1.8054991216267915,0,1.2513295,-2.9912295,1,6.944185,1.6419412,2,3.295266,8.456182,1,6.7882085,2.0679467
278.178215043666,0.1203613257880484,0.0596994469672241,2.5087881006962407,2.254280186681623,2.167137559479849,1.8521428173384704,0,-2.0250373,-4.0537953,1,9.33268,0.59627527,0,1.3217615,9.173338,0,8.698367,1.2542294
247.42296287225855,0.2835895171483327,0.3197293874545871,2.162801406043949,2.1090404002620686,1.953345031467916,1.8986852684608493,0,0.53373253,-2.8284519,1,7.642287,2.1004095,2,2.6327972,7.9775066,1,7.388694,2.4618807
243.7097968236524,0.2400090400496941,0.2907454375145578,2.054358868856093,2.0085331678083818,1.8368138201774011,1.7952680631798557,0,1.3017789,-3.0371573,1,6.917022,1.6278254,2,3.2664015,8.551632,1,6.789522,2.0640066
213.6920166779378,0.0867415166058384,0.0567912857442181,2.344542905412996,1.970120896831438,2.18979194973474,1.7976159966015943,0,-1.1306651,-4.939363,1,8.612056,-0.36836886,0,1.954279,10.126318,0,7.868604,0.4517976
263.4060851521885,0.0309959016233131,0.073470004250099,2.9783360450264613,3.0990197103107566,2.93673327225687,3.0443970311857056,4,-7.53853,-1.0554013,0,12.761997,1.489581,1,-2.0801458,8.475036,6,11.90731,1.8760309
246.4183974631945,0.2857994061004616,0.1677089326359313,2.580968513558324,2.1609877072316483,2.534262589564987,2.021690048727744,0,-1.5046796,-3.347518,1,9.401722,1.2661467,0,1.0504888,8.545695,0,8.889085,1.8428892
182.06942552314,0.7000239179195549,0.6252571141925578,2.677818366970876,2.422689643773312,2.567439009026415,2.3123178048355126,5,-0.16430509,0.87212574,1,9.126184,8.221354,1,1.3766218,2.8136015,3,8.70366,7.347741
429.1825340020299,0.4298332861346882,0.4731250887890342,3.0462120003889788,2.9820293984016755,2.9677350083444365,3.059623003028543,5,-0.25122187,6.4793944,0,10.84306,3.981855,1,-1.0369627,1.0908465,3,10.065981,5.031736
232.60168014766344,0.9187283999914582,0.9131297549627216,1.9877843474362344,2.078223901277612,2.0684235334893395,2.176977472812757,5,3.1164324,0.15957512,1,7.957317,10.7651825,1,2.8953705,0.5233583,3,7.129164,9.415195
192.78881776628447,0.2129740854195784,0.1326047565676816,1.5413786400371503,1.5890031641843498,1.2970979548720116,1.339629657520688,1,6.82333,-5.0098863,1,3.1285243,0.433616,2,6.5789037,9.346579,1,3.8565109,1.0304488
186.0392523742083,0.9120912879331452,0.9721523440141548,2.0805346894876657,1.8818119560409508,2.310826448710484,2.1612818185395684,5,3.4579718,-0.7106339,1,6.9624586,10.541547,1,3.1587355,0.7630847,3,6.9850826,9.336507
120.15142634779863,0.2055412989317838,0.2038412613606199,2.806354790992599,2.784858480873185,2.958641914048254,2.9483715888295445,4,-4.05981,-1.4065229,0,14.853251,2.85108,1,-3.6937943,7.543504,0,13.205455,2.9647539
271.0826979300884,0.5373775921188274,0.5646311181702939,1.9636160184145928,1.6685642224335766,2.052900648680207,1.7387023727098134,5,3.329003,3.5124016,1,5.9574323,5.646828,1,4.4486856,4.366625,2,5.834005,5.3201804
166.90365332140843,0.3529055693079579,0.2222373620265736,1.9848769524186325,1.975213669236602,1.9063665343313128,1.7576476883616974,0,1.7727009,-4.5561633,1,6.114415,2.0135436,2,4.0513363,8.175442,1,6.158895,2.2524335
253.3523734074668,0.2775091414261427,0.2310317366037376,1.5983148378268062,1.1850277650795304,1.479388119908815,1.1022603996864706,1,7.9736137,-4.3261538,1,2.8276834,1.5644916,2,6.925871,8.33482,1,3.476303,1.9347382
197.3062752139905,0.3277209665652179,0.237560967135414,2.145239213489194,1.889812027053246,2.082019931430477,1.7569151586346643,0,1.3351531,-3.725758,1,6.8451967,1.9894335,2,3.4059286,8.277639,1,6.68569,2.2421658
335.2844460003414,0.7307265377624617,0.8544095058372619,2.4331356174712875,2.071332719439952,2.611373906703678,2.2672745098437503,5,2.2094755,6.743049,1,6.8081436,7.257052,1,0.37424344,0.3648894,4,6.5994134,6.734993
258.7664546020479,0.1921755679878796,0.2875763444808897,1.5655552119228824,1.365079224176828,1.380798766222039,1.1589580571024134,1,8.027101,-4.2521205,1,2.7149842,1.6050844,2,6.8468685,8.322226,1,3.4762943,1.9069695
288.1883124120909,0.2547124836529957,0.1858430203848854,1.89064090209534,2.022227302438667,1.8197686858628208,1.9123493499390076,1,5.253768,-3.4315865,1,6.0890794,1.356874,2,3.8014047,8.628038,1,6.3460064,1.8247921
215.68202062848715,0.0219274647922284,0.0638564053625008,2.6037401143067207,2.447123177237337,2.4445212335369284,2.2253324473744307,0,-3.4874444,-4.3782005,1,10.802883,-0.29901117,0,-0.24522528,9.976993,0,10.032161,0.54813105
44.65196573680184,0.2371015632276504,0.2301972392995896,0.809418445632425,0.635434564906765,0.2970188116263277,0.0680955321920122,3,10.322019,-2.1183608,1,-0.075343914,3.2860732,3,9.366811,6.7191734,1,1.2986959,3.3418016
271.204770187715,0.4018598504368907,0.4763749340012106,1.2463390792346465,0.8249782017949444,1.0416231435898262,0.6128542938500626,2,11.36869,0.115116805,1,0.36420348,3.9327192,3,8.940502,6.066952,1,1.6565644,3.9865243
185.91339695390803,0.2911718655245108,0.3070060929477831,3.089089012367236,2.87868390424837,2.890130762231088,3.0266834760890338,4,-4.427161,-0.82544583,0,14.453893,3.1942663,1,-3.4403675,6.7974825,1,12.895422,3.6367676
226.68608324264304,0.9566730963082216,0.8481343804703751,1.4439300706828513,1.801765398112948,1.7003371062651245,2.0663851395279087,5,5.828305,-0.9790686,1,3.7136545,10.261738,1,6.196815,0.88106024,4,4.1207957,8.968881
415.3843708541479,0.9502861474451486,0.9372916491103302,1.5000728793943532,1.3818462160836171,1.6707684308249644,1.5489508609415674,2,10.645069,3.396691,1,1.4124588,6.6712446,1,7.534441,3.742912,1,2.6527705,6.3801365
353.72742890638847,0.6297276812610708,0.6333163019533843,0.3163729364490716,0.4663235871101695,0.5055645687059149,0.6300175444561661,2,13.52987,1.7217444,1,-2.771467,5.194925,3,11.593228,4.7014995,1,-0.7757295,5.120894
233.86073961034617,0.2345169133672313,0.1190510343196268,2.0099102416867405,1.8550493232954424,1.8567637067698688,1.6610541731347328,1,4.149176,-5.04209,1,5.7332735,0.3728707,2,3.967214,9.428901,1,6.1266665,1.0787736
240.58765249584596,0.7400995970612753,0.7548105105235672,0.1007055870712975,0.0267810678873607,0.1704530564512824,0.1578750353312673,2,11.564678,0.29601136,1,-1.3016273,5.5248175,3,10.263003,4.374702,1,0.29215232,5.535058
223.71131934207065,0.6818843334130762,0.6683347007334461,2.926148208671202,2.6929769107149357,3.043206832279445,2.935210815962028,5,-2.5576384,3.0080833,1,12.229363,7.44001,1,-1.2869831,3.1729286,1,11.14295,6.7147627
279.63461589202404,0.1532238120912075,0.262381052858644,2.4616227743538577,2.6554866935298223,2.220941887009756,2.3754993233024093,0,-2.8664546,-3.035424,1,10.457019,1.6982467,1,0.13213864,8.232014,0,9.700854,2.1742225
349.5885904522348,0.6599209838615181,0.6841665677290848,2.1879716477100253,2.047102815351046,2.184141789128012,2.0563687694092545,5,1.5323792,6.4275174,1,6.561342,6.7812104,1,3.1907272,5.805665,4,6.329158,6.4339757
126.80776720942164,0.3521237547877441,0.3824630035656189,3.026426956519088,2.921941855721627,2.9047723564228325,2.8477906692297026,4,-2.9989052,-0.84888256,0,15.045277,4.406299,1,-3.8182347,5.835949,1,13.175179,4.444495
260.5787821261195,0.4789380846248348,0.4820035465546546,2.607130422881413,2.455143290474372,2.7974217823216643,2.662914268811401,5,-3.7674642,2.8716273,1,11.29853,5.7241282,1,-0.62711084,4.8837733,5,10.387544,5.2145524
227.96938247928293,0.5388204250913476,0.5868291801745835,2.588744995914703,2.4142954552247646,2.881354662847327,2.752428590942537,5,-2.3484373,2.3289802,1,11.2449045,6.9922724,1,-0.5434474,3.7447565,1,10.340762,6.2020183
85.95015670777029,0.589670293664182,0.7544796151119428,2.006298863937036,0.4214108417931334,2.678889219155839,1.2521611078778576,1,2.5554893,-1.9596509,1,6.8703327,0.24018742,1,3.9116454,2.77638,3,6.854964,7.9348555
219.08937050896816,0.8307597713196458,0.208723407794807,1.6983329127289566,1.7397980547454923,1.827787376916966,1.6295241486314274,5,7.599533,4.9621744,1,3.2652318,5.2169847,1,5.476819,5.84064,2,4.351194,5.037884
227.6108292329692,0.2609035589195029,0.2217513944979421,2.880453555235127,2.777364920410337,2.6317212231284204,2.4625750766971475,4,-4.8916717,-1.52644,0,13.030467,2.544246,1,-1.5614792,7.7105446,6,11.107707,2.665564
188.5598804110872,0.828106226207367,0.8226465291334152,2.263308861042076,1.9819342302555103,2.5790102866283533,2.3571098251796263,5,2.4398575,-0.3379579,1,8.024584,10.116025,1,2.3759542,1.2350655,3,7.6844306,8.9616785
184.8598941757808,0.5469330508167981,0.5821731209693248,2.3382276508249045,2.2324179251848992,2.575281109319568,2.487413391926441,5,-0.06830232,0.50224644,1,8.888334,7.573397,1,1.4085975,3.401878,3,8.494467,6.722546
443.0319381037661,0.4194199730208193,0.4184936008204438,2.247332520796624,2.1433597084736427,2.3020382429603687,2.192588180041804,5,1.4064424,6.210402,1,7.23916,3.9673548,1,3.4270349,6.2838893,1,6.553478,4.2773223
303.4729402931596,0.4330383229109771,0.3844620850034997,2.2100327743085724,2.3092081450025064,2.3083897998592646,2.397038869316897,5,0.6320928,4.1374993,1,9.100503,3.8903687,1,1.4470295,6.3646436,1,8.369298,3.914693
395.9912375747529,0.4923773240021141,0.5226947208067637,2.28056729932126,2.1546035829536314,2.4266080332881583,2.2968751509381264,5,1.0827017,6.242071,1,9.724799,4.5476027,1,3.0993652,6.0918818,1,6.8990164,4.470599
352.8910026738142,0.5381401303161302,0.54307377739068,1.6064863885404947,1.3980380665582113,1.6293732042458875,1.3953343770182407,5,6.4357705,4.667338,1,2.8837492,4.9895477,1,6.76108,4.921338,2,3.98893,4.449024
299.40197318168293,0.1606164204890865,0.1447954853024355,1.6987966409440851,1.6500411703403035,1.6023479503959648,1.465864189608632,1,6.262062,-3.8333,0,4.439441,1.2185186,2,5.336904,8.762273,1,4.9970264,1.6124933
95.5503793572652,0.6520401200956477,0.8662944123838205,1.8849014078089432,1.4202327059135789,2.055611530688836,1.74517584101,5,2.711584,-1.1087914,1,7.1185174,9.430317,1,3.6015363,2.0726492,3,6.8149214,8.251387
224.3767656814134,0.9741041949645844,0.9466759082289372,1.5890089762774653,1.5195002767825363,1.8394849232081047,1.7754300175898488,5,5.518357,-0.7313085,1,4.0106153,10.094935,1,6.205914,0.9381623,4,4.1537714,8.961273
311.716237220484,0.1603621125067809,0.1976504553584905,0.5951388615101761,0.7197162092461524,0.5647540236896262,0.7074133808135433,2,13.034438,-2.6224167,1,-1.3355873,1.6198573,1,10.672579,7.9921703,1,0.124845766,2.20194
284.07188542034737,0.2661514044546647,0.2168980404387785,3.073595672937129,3.09590196530648,3.0545361003105644,3.0139362161430907,4,-6.6304054,0.14238143,0,12.369674,2.5857084,1,-1.7611741,7.3385344,6,11.447083,2.9290059
